titulo	direccion	precio	Baños	Piso de duela	Armarios empotrados	Roof Garden	Totalmente cercado	Estacionamientos	Estacionamiento techado	Construidos (m²)	Amueblado	Recámaras	Jardín	Internet de banda ancha disponible	Estacionamiento vigilado	Calefacción	Balcón	Acceso a TV de paga	Patio	Garaje	Jacuzzi	Estudio	Piso de loseta	Sistema de alarma	Cancha de tenis	Cocina Equipada	Cuarto de servicio	Gimnasio	Estacionamiento abierto	Área de juegos infantiles	Aire acondicionado	Terraza	Área de entretenimiento al aire libre	Estacionamiento para Visitas	Intercomunicador	Chimenea	Terreno (m²)	Alberca
¡¡¡VENTA DE CASA EN TORRES DE SANTO DOMINGO, NUEVO LEON!!!	Torres de Santo Domingo, San Nicolás de los Garza	715500.0	2.0	False	True	False	False	1.0	False	100.0	False	3.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	100.0	False
LAS VILLAS SAN NICOLAS DE LOS G, NL., REMATE BANCARIO	Valle de San Carlos, San Nicolás de los Garza	469195.0	1.0	False	False	False	False	2.8	False	80.0	False	2.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	80.0	False
Casa En Venta En Hacienda Las Fuentes, San Nicolás De Los Garza, Nuevo León	Hacienda las Fuentes, San Nicolás de los Garza	4800000.0	5.0	False	False	False	False	2.8	False	300.0	False	5.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	186.0	False
CASA EN VENTA SAN NICOLAS	Colinas de Anahuac, San Nicolás de los Garza	7800000.0	6.0	False	False	False	False	6.0	False	362.0	False	7.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	240.0	False
CASA DE RECUPERACIÓN EN VENTA RECURSO PROPIOS	San Nicolás de los Garza	700000.0	3.0	True	True	False	False	3.0	True	191.0	False	5.0	True	False	False	False	True	False	False	True	False	False	True	False	False	True	True	False	False	True	False	False	True	True	False	False	250.0	False
CASA EN VENTA SAN NICOLAS DE LOS GARZA NVO LEÓN HACIENDA LOS MORALES	Hacienda los Morales Sect 2, San Nicolás de los Garza	705400.0	2.0	False	True	False	False	2.0	True	205.0	True	3.0	True	False	False	False	True	True	True	True	True	False	True	False	False	True	True	False	False	False	False	True	False	False	False	False	205.0	False
RR REMATES BANCARIOS CASA DE 2 P COL JARDINES DE CASA BLANCA	Jardines de Casa Blanca, San Nicolás de los Garza	580005.0	2.0	False	False	False	False	2.0	False	120.0	False	3.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	95.0	False
CA*  CASA EN VENTA ATRAVES DE REMATE BANCARIO, FRACC. REAL ANAHUAC,  SAN NICOLAS	Real Anáhuac, San Nicolás de los Garza	1169496.0	2.0	False	False	False	False	1.0	False	180.0	False	3.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	110.0	False
Casa en venta, Parque Anahuac, San Nicolas de los Garza, Nuevo Leon.	Parque Anáhuac, San Nicolás de los Garza	5750000.0	1.0	False	False	False	False	2.8	False	140.0	False	3.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	288.0	False
Casa En Venta En Anáhuac, San Nicolás De Los Garza, Nuevo León	Anáhuac, San Nicolás de los Garza	8000000.0	6.0	False	False	False	False	2.0	False	375.0	False	6.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	259.0	False
Casa En Venta En Anáhuac, San Nicolás De Los Garza, Nuevo León	Anáhuac, San Nicolás de los Garza	20000000.0	5.0	False	False	False	False	2.0	False	412.0	False	3.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	375.0	False
REMATO CASA EN VILLAS DE CASA BLANCA, SN. NICOLAS DE LOS GARZA, NL.-  AMS	Villas de Casa Blanca, San Nicolás de los Garza	875232.0	2.0	False	False	False	False	2.0	False	110.0	False	3.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	120.0	False
REMATO CASA EN PUENTES 6TO. SECTOR, SN. NICOLAS DE LOS GARZA NL.-AMS	Las Puentes Sect 6, San Nicolás de los Garza	1023000.0	2.0	False	False	False	False	1.0	False	115.0	False	3.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	120.0	False
CASA EN VENTA LAS PUENTES SAN NICOLAS DE LOS GARZA NUEVO LEÓN - EMS	Las Puentes Sect 6, San Nicolás de los Garza	1023400.0	2.0	False	True	False	False	1.0	True	120.0	False	3.0	False	True	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	150.0	False
CASA EN VENTA LOS ALCATRACES RESIDENCIAL EN SAN NICOLAS HZ	San Nicolás de los Garza Centro, San Nicolás de los Garza	3890000.0	3.0	False	False	False	False	2.0	False	197.0	False	3.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	119.0	False
REMATO CASA EN LAS PUENTES 2 SECC, SN NICOLAS DE LOS GARZA NL-AMS	Las Puentes Sect 2, San Nicolás de los Garza	588000.0	1.0	False	False	False	False	2.0	False	90.0	False	2.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	140.0	False
LAS PUENTES, SAN NICOLAS DE LAS G, NL, REMATE BANCARIO	Jardín de las Puentes, San Nicolás de los Garza	588018.0	1.0	False	False	False	False	1.0	False	142.0	False	2.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	160.0	False
CASA EN VENTA ZONA SAN NICOLAS DE LOS GARZA NUEVO LEON	Residencial Casa Bella, San Nicolás de los Garza	3450000.0	3.0	False	False	False	False	2.0	False	173.0	False	3.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	135.0	False
RR REMATES BANCARIOS CASA DE 2 P COL BOSQUES DE SANTO DOMINGO	Santo Domingo, San Nicolás de los Garza	532307.0	2.0	False	False	False	False	2.8	False	140.0	False	4.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	115.0	False
Casa amueblada en venta Anáhuac, San Nicolás de los Garza	Anáhuac, San Nicolás de los Garza	16900000.0	3.0	False	False	False	False	2.0	False	500.0	False	3.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	300.0	False
Casa en venta Lomas del Roble, San Nicolás de los Garza	Lomas Del Roble, San Nicolás de los Garza	6500000.0	4.0	False	False	False	False	2.0	False	420.0	False	3.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	300.0	False
Principal, Bosques de Anáhuac, Sn Nicolás de Los Garza, Nuevo León. ¡Remate Banc	Bosques de Anáhuac, San Nicolás de los Garza	447748.0	2.0	False	False	False	False	1.0	False	145.0	False	3.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	100.0	False
CASA DE REMATE BANCARIO EN FRACCIONAMIENTO SAN NICOLAS DE LOS GARZA NUEVO LEON	San Nicolás de los Garza	1541000.0	2.0	False	False	False	False	1.0	False	180.0	False	3.0	True	False	False	False	False	False	True	True	False	False	True	False	False	False	False	False	False	True	False	False	True	False	False	False	100.0	False
VENTA EN RIO SAN FERNANDO!! VILLAS DE CASA BLANCA NL - AML	Villas de Casa Blanca, San Nicolás de los Garza	869139.0	2.0	False	False	False	False	1.0	True	170.0	False	3.0	False	False	False	False	True	False	False	False	False	True	True	False	False	False	True	False	False	True	False	True	True	False	False	False	170.0	False
REMATO CASA EN LA COLONIA VILLA UNIVERSIDAD SAN NICOLAS DE LOS G, REMATE-AMS	Villa Universidad, San Nicolás de los Garza	388000.0	2.0	False	False	False	False	1.0	False	140.0	False	3.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	160.0	False
Casa en venta en Lomas del Roble, San Nicolás de los Garza	Lomas Del Roble, San Nicolás de los Garza	7995000.0	5.0	False	False	False	False	2.0	True	400.0	False	4.0	True	False	False	False	False	False	True	False	False	False	False	False	False	True	False	False	False	False	True	False	True	False	False	False	320.0	True
Casa En Venta En Villa Esperanza, San Nicolás De Los Garza, Nuevo León	Villa Esperanza, San Nicolás de los Garza	2700000.0	4.0	False	False	False	False	2.8	False	250.0	False	8.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	200.0	False
VENTA DE CASA EN COLONIA  ANAHUAC, SAN NICOLAS. NL	Anáhuac, San Nicolás de los Garza	16500000.0	4.0	False	False	False	False	4.0	False	850.0	False	3.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	450.0	False
Casa En Venta En Santa Maria, San Nicolás De Los Garza, Nuevo León	Santa Maria, San Nicolás de los Garza	3900000.0	2.0	False	False	False	False	2.0	False	213.0	False	3.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	161.0	False
Casa en Venta en Villa Universidad Guadalupe Nuevo Leon Remate Bancario	Villa Universidad, San Nicolás de los Garza	389984.0	2.0	False	False	False	False	1.0	False	140.0	False	3.0	True	True	False	False	False	True	True	True	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	170.0	False
Casa en Fracc. Bosques de Anáhuac, San Nicolás, Nuevo León. **Remate Bancario**.	Bosques de Anáhuac, San Nicolás de los Garza	447747.0	3.0	False	False	False	False	2.0	False	152.0	False	3.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	120.0	False
Casa En Venta En San Isidro, San Nicolás De Los Garza, Nuevo León	San Isidro, San Nicolás de los Garza	3500000.0	3.0	False	False	False	False	2.0	False	200.0	False	4.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	130.0	False
Venta de casa, Remate Bancario!Excelente oportunidad,Bosques de Anahuac NL-AML	Bosques de Anáhuac, San Nicolás de los Garza	447747.0	1.0	False	False	False	False	1.0	True	100.0	False	2.0	False	False	False	False	True	False	False	False	False	True	True	False	False	False	True	False	False	False	False	False	True	False	False	False	100.0	False
CASA EN VENTA EN SAN NICOLAS DE LOS GARZA, NUEVO LEON	Las Villas, San Nicolás de los Garza	374597.0	1.0	False	False	False	False	2.8	False	80.0	False	3.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	80.0	False
Casa En Venta En Margarita Salazar, San Nicolás De Los Garza, Nuevo León	Margarita Rodriguez Salazar CFE, San Nicolás de los Garza	2200000.0	3.0	False	False	False	False	3.0	False	189.0	False	3.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	170.0	False
VENTA CASA BOSQUES DE ANAHUAC SAN NICOLAS DE LO GARZA NUEVO LEON	Bosques de Anáhuac, San Nicolás de los Garza	363093.0	2.0	False	False	False	False	2.0	False	180.0	False	3.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	130.0	False
Casa En Venta En Las Puentes Sector 5, San Nicolás De Los Garza, Nuevo León	Las Puentes Sect 5, San Nicolás de los Garza	3000000.0	3.0	False	False	False	False	2.8	False	350.0	False	5.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	140.0	False
REMATO CASA EN Jardines de Casa Blanca 2do Sector, NL-AMS	Jardines de Casa Blanca, San Nicolás de los Garza	1217000.0	2.0	False	False	False	False	2.0	False	80.0	False	3.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	120.0	False
VENTA CASA BOSQUES DE ANAHUAC SAN NICOLAS DE LOS GARZA NUEVO LEON	Bosques de Anáhuac, San Nicolás de los Garza	447747.0	2.0	False	False	False	False	1.0	False	180.0	False	3.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	130.0	False
Remate Bancario, Torres del Santo, Santo Domingo, San Nicolas de Los Garza, N. L	Santo Domingo, San Nicolás de los Garza	621388.0	2.0	False	False	False	False	1.0	False	85.0	False	2.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	95.0	False
Casa En Venta En Bosques De Lindavista, San Nicolás De Los Garza, Nuevo León	Bosques de Lindavista, San Nicolás de los Garza	9400000.0	4.0	False	False	False	False	3.0	False	415.0	False	4.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	336.0	False
CASA EN VENTA EN SAN NICOLAS DE LOS GARZA, NUEVO LEON	Villa Universidad, San Nicolás de los Garza	333273.0	2.0	False	False	False	False	1.0	False	165.0	False	3.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	140.0	False
VENTA DE CASA, UNIVERSIDAD DE TAMAULIPAS, VILLA UNIVERSIDAD, SAN NICOLAS-AML	Villa Universidad, San Nicolás de los Garza	387594.0	2.0	False	False	False	False	1.0	True	140.0	False	3.0	False	False	False	False	True	False	True	False	False	False	True	False	False	False	True	False	False	False	False	False	False	False	True	False	140.0	False
Venta de casa, excelente oportunidad! Fracc Roble San Nic. NL-AML	Roble San Nicolás, San Nicolás de los Garza	443826.0	1.0	False	False	False	True	1.0	True	260.0	False	3.0	False	False	False	False	False	False	True	False	False	True	True	False	False	False	True	False	False	False	False	False	False	False	False	False	260.0	False
CASA EN REAL ANAHUAC, SAN NICOLAS DE LOS GARZA, NUEVO LEON.	Real Anáhuac, San Nicolás de los Garza	1169500.0	2.0	False	False	False	False	2.0	False	180.0	False	3.0	False	False	False	False	True	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	120.0	False
