titulo	direccion	precio	Baños	Piso de duela	Armarios empotrados	Roof Garden	Totalmente cercado	Estacionamientos	Estacionamiento techado	Construidos (m²)	Nivel	Mantenimiento	Habitaciones (en total)	Superficie construida (m²)	Amueblado	Recámaras	Jardín	Internet de banda ancha disponible	Estacionamiento vigilado	Calefacción	Disponible desde	Balcón	Acceso a TV de paga	Patio	Garaje	Jacuzzi	Estudio	Piso de loseta	Sistema de alarma	Cancha de tenis	Cocina Equipada	Cuarto de servicio	Gimnasio	Estacionamiento abierto	Área de juegos infantiles	Construido (Año)	Aire acondicionado	Condiciones de Precio	Terraza	Área de entretenimiento al aire libre	Estacionamiento para Visitas	Intercomunicador	Chimenea	Terreno (m²)	Alberca
CASA EN VENTA BOSQUE RESIDENCIAL	El Barrial, Santiago	$ 5,200,000																																										350	
CASA EN VENTA CUMBRES DE SANTIAGO	Santiago Centro, Santiago	$ 4,580,000	2							270						3																												200	
CASA EN VENTA ALAMO SUR ZONA CARRETERA NACIONAL SANTIAGO	San Pedro El Álamo, Santiago	$ 3,850,000	3							225						3																												206	
CASA EN VENTA FRACCIONAMIENTO LAS MISIONES SANTIAGO	Las Misiones, Santiago	$ 27,900,000	6							774						3																												1334	
Casa en venta en Carretera Nacional, Alamosur	Piedra de Fierro, Santiago	$ 4,330,000	3					2		215						3																												234	
CASA EN VENTA LAS MISIONES CARRETERA NACIONAL SANTIAGO	Las Misiones, Santiago	$ 27,000,000	4							563						3																												1216	
PRE VENTA CASA BOSQUES DE SAN PEDRO CARRETERA NACIONAL SANTIAGO	Raul Caballero Escamilla, Santiago	$ 7,300,000	5							380						4																												225	
CASA CON VISTAS INCREIBLES . SAN CAYETANO, SANTIAGO N.L.	San Francisco, Santiago	$ 4,280,000	3					2	True	239						3	True						True	True			True				True			True	True				True	True	True			250	
CASA EN VENTA LOS CAVAZOS T-9,544 C-1,028, SANTIAGO N.L. $16,900,000	Huajuquito, Santiago	$ 16,900,000	6							1028						3																												9544	
Casa equipada en venta San Cayetano, Santiago N.L	Los Fierros, Santiago	$ 4,409,000	2					3		239						3																				2021								250	
CASA EN VENTA RINCON DE SANTIAGO	El Cercado Centro, Santiago	$ 4,300,000	3					2		230						3																												200	
CasasenVentaenSantiago Centro	Santiago Centro, Santiago	$ 10,999,000	1							483						3																												1059	
Casa en Venta en Bosques de San José, Santiago, N.L	Bosques de San José, Santiago	$ 4,290,000	3					2		230						3																												200	
Casa en Venta en Zona Los Rodríguez	Los Rodriguez, Santiago	$ 4,870,000	3					2		248						3																												200	
VENTA DE CASA EN EL YERBANIZ	Yerbaniz, Santiago	$ 8,700,000	4							500						4																												670	
CASA EN VENTA MITICA RESIDENCIAL ZONA CARRETERA NACIONAL MONTERREY	El Barro, Santiago	$ 7,900,000	3							298						3																												200	
CASA EN VENTA CUMBRES DE SANTIAGO ZONA CARRETERA NACIONAL SANTIAGO	San Pedro El Álamo, Santiago	$ 4,800,000	3							260						3																												200	
CasasenVentaenBosque de San Pedro	San Pedro, Santiago	$ 4,450,000	4							254						4																												200	
Casa en renta en Bosques de San José en Santiago, Nuevo León	Bosques de San José, Santiago	$ 3,600,000	2							287						3																												208	
CASA EN VENTA EN AMORADA RESIDENCIAL	Santiago Centro, Santiago	$ 7,050,000	4					3		250						3																												289	
Quinta en VENTA EN EL  BARRIAL	El Barrial, Santiago	$ 18,500,000																																											
CASA VENTA CARRETERA NACIONAL ALAMO SUR SANTIAGO N.L.	San Pedro El Álamo, Santiago	$ 3,750,000	3					2		216						3																												202	
CASA EN VENTA MITICA	Santiago Centro, Santiago	$ 8,250,000	4					2		320						3																												312	
Casa en Venta Cumbres de Santiago, Zona Sur, Carretera Nacional	Santiago	$ 4,230,000	3					2	True	255						3	True	True			22/06/21	True	True	True				True			True				True		True		True	True				200	True
CASA PREVENTA ALAMO SUR CARRETERA NACIONAL SANTIAGO N.L.	San Pedro El Álamo, Santiago	$ 4,050,000	3					2		216						3																												202	
Casa en Venta en Bosques de las Misiones, Zona Carretera Nacional	Las Misiones, Santiago	$ 7,600,000	4					3		380						3																												300	
Casa en Venta en Col. San Pedro El Álamo, Santiago	San Pedro El Álamo, Santiago	$ 4,800,000	2					3		210						2																				2021								310	
CASA EN VENTA BOSQUES DE LAS MISIONES	Las Misiones, Santiago	$ 7,000,000	3					2		320						3																												300	
QUINTA EN VENTA EN SANTIAGO	Cieneguilla, Santiago	$ 29,000,000	5							1300						4																												5800	
CASA EN VENTA EN ALAMO SUR	San Pedro El Álamo, Santiago	$ 3,500,000	4					2		252						3																												218	
CASA EN VENTA ALAMO SUR ZONA CARRETERA NACIONAL SANTIAGO	San Pedro El Álamo, Santiago	$ 5,600,000	3							330						3																												270	
CASA PREVENTA BOSQUES DE MISIONES CARRETERA NACIONAL SANTIAGO N.L.	Las Misiones, Santiago	$ 9,300,000	5					3		420						4																												300	
CASA VENTA CUMBRES DE SANTIAGO CARRETERA NACIONAL SANTIAGO N.L.	San Pedro El Álamo, Santiago	$ 4,400,000	3					2		250						3																												200	
PRO1402 Quintas en Venta, Los Rodriguez en Santiago	Los Rodriguez, Santiago	$ 25,000,000	2							200						3																												4800	
Casa en Venta en Col. El Barrial, Santiago, NL	El Barrial, Santiago	$ 20,000,000	8		True		True	20	True	600						4	True	True		True			True	True		True	True		True		True	True		True			True		True	True	True		True	3775	True
CASA DE CAMPO SANTIAGO N.L. CIENEGUILLA	Cieneguilla, Santiago	$ 10,600,000	2				True	13		200					No	3					07/11/22																							3800	True
Casa en Venta en Bosques de las Misiones, Carretera Nacional	Las Misiones, Santiago	$ 7,550,000	4					3		380						3																												300	
Casa en Venta en Bosques de las Misiones, Santiago, Nuevo León	Las Misiones, Santiago	$ 8,650,000	4					3		436						4																												301	
Hermosa casa en venta en Mítica Residencial, con una recámara en PLANTA BAJA	El Barrial, Santiago	$ 7,850,000	4					3		361			7			3	True														True	True												209	
CASA EN VENTA EN AMORADA IV SECTOR	Los Rodriguez, Santiago	$ 7,500,000	2		True	True		2		304					No	3	True				15/10/22		True	True	True		True	True			True				True				True	True	True			254	True
CASA VENTA CUMBRES DE SANTIAGO CARRETERA NACIONAL SANTIAGO N.L.	San Pedro El Álamo, Santiago	$ 5,400,000	3					2		250						3																												201	
CASA EN VENTA BOSQUE DE SAN PEDRO ZONA CARRETERA NACIONAL SANTIAGO	Santiago Centro, Santiago	$ 7,300,000	3							380						4																												225	
PRE VENTA CASA CARRETERA NACIONAL SANTIAGO MONTERREY LOS CARACOLES	Santiago Centro, Santiago	$ 10,970,000	5							461						3																												328	
CASA EN VENTA EN BOSQUE RESIDENCIAL, EL BARRIAL CARRETERA NACIONAL	El Barrial, Santiago	$ 15,300,000	5							513						3																												716	
CASA EN VENTA ALTARES RESIDENCIAL	El Barrial, Santiago	$ 5,190,000	4					2		225						3																												200	
Casa en Venta en Las Margaritas, Carretera Nacional	Las Margaritas, Santiago	$ 3,650,000	3					2		216						3																												205	
Casa en Venta en El Yerbaniz, Carretera Nacional	Yerbaniz, Santiago	$ 33,000,000	5							530						4																												5642	
CASA EN VENTA ALAMO SUR ZONA CARRETERA NACIONAL SANTIAGO	San Pedro El Álamo, Santiago	$ 3,950,000	3							225						3																												224	
QUINTA EN VENTA EN SANTIAGO	San Francisco, Santiago	$ 34,950,000	7					10		600						6																												9980	
PRO5385 Casas en Venta, Amorada en Santiago	Santiago Centro, Santiago	$ 7,050,000	4					3		300						3																												289	
Casa en Venta en Bosques de San Pedro, Santiago, N.L.	San Pedro, Santiago	$ 4,900,000	4					2		239						4																				2023								200	
CASA EN VENTA BOSQUES DE LAS MISIONES	Las Misiones, Santiago	$ 8,950,000	5					3		436						3																												302	
PRE-VENTA CASA BOSQUES DE LAS MISIONES SECTOR RESERVA	Las Misiones, Santiago	$ 8,400,000	3					3		450						3																												320	
CASA EN VENTA AMORADA RESIDENCIAL ZONA CARRETERA NACIONAL SANTIAGO	Santiago Centro, Santiago	$ 7,500,000	3							360						3																												265	
CASA PREVENTA CARRETERA NACIONAL ALAMO SUR SANTIAGO N.L.	San Pedro El Álamo, Santiago	$ 4,330,000	3					2		216						3																												235	
Quinta en Venta Carretera Nacional	Los Rodriguez, Santiago	$ 24,500,000	2							890						3																												4785	
CASA  VENTA BOSQUES MISIONES	Las Misiones, Santiago	$ 8,650,000	4					3		390						3																												370	
CASA EN VENTA CUMBRES DE SANTIAGO ZONA CARRETERA NACIONAL	San Pedro El Álamo, Santiago	$ 4,750,000	2							270						3																												200	
LUJOSA CASA EN VENTA, SAN JORGE LOS RODRIGUEZ, SANTIAGO, NL.	Los Rodriguez, Santiago	$ 60,000,000	10							1250						4																												1250	
CASA EN VENTA EN ALAMO SUR, SANTIAGO, NUEVO LEÓN.	Santiago Centro, Santiago	$ 6,000,000								386																																		268	
PRO1188 Quintas en Venta, Villas de la Boca en Santiago	La Boca, Santiago	$ 7,500,000	4							550						4																												3796	
Casa en VENTA Fracc Priv Residencial mandalas Santiago Monterrey	Yerbaniz, Santiago	$ 7,500,000	3					3		348						3																												300	
Casa en Venta en Col. Bosques de San Pedro, Santiago	San Pedro, Santiago	$ 5,100,000	3					2		284						3																												200	
CASA EN VENTA BOSQUES DE LAS MISIONES ZONA CARRETERA NACIONAL SANTIAGO	Las Misiones, Santiago	$ 9,600,000	3							391						3																												369	
CASA EN VENTA EN SANTIAGO	San Pedro, Santiago	$ 4,900,000	4					2		249						3																												200	
CASA PREVENTA CARRETERA NACIONAL ALAMO SUR SANTIAGO N.L.	San Pedro El Álamo, Santiago	$ 3,950,000	3					2		217						3																												203	
CASA EN VENTA CUMBRES DE SANTIAGO ZONA CARRETERA NACIONAL SANTIAGO	Santiago Centro, Santiago	$ 5,400,000	3							250						3																												201	
CASA EN VENTA ALAMO SUR ZONA CARRETERA NACIONAL SANTIAGO	San Pedro El Álamo, Santiago	$ 3,940,000	3							225						3																												224	
CASA EN VENTA ALAMO SUR ZONA CARRETERA NACIONAL SANTIAGO	San Pedro El Álamo, Santiago	$ 3,940,000	3							225						3																												223	
CASA EN VENTA ALAMO SUR ZONA CARRETERA NACIONAL SANTIAGO	San Pedro El Álamo, Santiago	$ 3,890,000	3							225						3																												213	
Casa en venta en Santiago N.L.	Santiago	$ 9,800,000	4					3		482			7			3																												377	
CasasenVentaenSan Francisco	San Francisco, Santiago	$ 15,500,000	3							600						4																												654	
CASA EN VENTA DALIA RESIDENCIAL YERBANIZ SANTIAGO	Santiago	$ 5,800,000	5		True			2	True	214						3	True		True			True		True			True	True			True	True		True	True				True	True	True			318.56	
CASA EN VENTA ALAMO SUR ZONA CARRETERA NACIONAL SANTIAGO	San Pedro El Álamo, Santiago	$ 4,100,000	3							212						3																												225	
CASA VENTA SAN GERARDO	El Barrial, Santiago	$ 5,890,000	4							240						3																												206	
CASA VENTA CARRETERA NACIONAL ALAMO SUR SANTIAGO N.L.	San Pedro El Álamo, Santiago	$ 4,100,000	3					2		212						3																												232	
Casa en Venta en Álamo Sur  Santiago Nuevo Leon	San Pedro El Álamo, Santiago	$ 5,649,995	5					2		313						3																												257	
Casa en Venta en Bosques de San Pedro, Carretera Nacional	San Pedro, Santiago	$ 4,690,000	3							237						3																												201	
QUINTA EN VENTA EN SANTIAGO	Las Margaritas, Santiago	$ 4,990,000	2					5		270						2																												500	
QUINTA EN VENTA EN LOS RODRIGUEZ	Los Rodriguez, Santiago	$ 16,000,000	2							200						2																												3200	
CASA EN VENTA RINCON DE LOS ENCINOS ZONA CARRETERA NACIONAL SANTIAGO	San Jose Norte, Santiago	$ 5,950,000	3							300						3																												355	
CASA PREVENTA CARRETERA NACIONAL ALAMO SUR SANTIAGO N.L.	San Pedro El Álamo, Santiago	$ 4,500,000	3					2		212						3																												200	
PREVENTA. CASA EN AMORADA RESIDENCIAL ZONA CARRETERA NACIONAL SANTIAGO	Santiago Centro, Santiago	$ 7,400,000	3							286						3																												281	
Venta Casa Santiago	Santiago Centro, Santiago	$ 19,500,000	4					3		850						4																												900	
Estrena Bosques de las Misiones Sector Encino, Carretera Nacional	Las Misiones, Santiago	$ 7,880,000	4					3		345						3																												300	
Casa en Venta en Bosques de las Misiones, Yerbaniz	Las Misiones, Santiago	$ 9,950,000	3					3		450						3																				2023								300	
Casas en Venta en Carretera Nacional	El Barrial, Santiago	$ 6,990,000								350																																		250	
CASA EN VENTA BOSQUES DE LAS MISIONES	Las Misiones, Santiago	$ 9,300,000	5					3		420						3																												300	
CASA EN VENTA MITICA RESIDENCIAL ZONA CARRETERA NACIONAL SANTIAGO	El Barro, Santiago	$ 9,500,000	3							340						3																												205	
CASA EN VENTA EN CARRETERA NACIONAL (PUNTA LA BOCA)	Punta La Boca, Santiago	$ 11,000,000	6					2								3																												325	
CASA EN VENTA ALAMO SUR ZONA CARRETERA NACIONAL SANTIAGO	San Pedro El Álamo, Santiago	$ 4,400,000	3							212						3																												200	
CASA EN VENTA ALAMO SUR ZONA CARRETERA NACIONAL SANTIAGO	San Pedro El Álamo, Santiago	$ 4,150,000	3							217						3																												203	
CASA VENTA CARRETERA NACIONAL EL PUEBLITO DE SANTIAGO SANTIAGO N.L.	Santiago Centro, Santiago	$ 10,000,000	3					3		462						3																												377	
CASA VENTA CARRETERA NACIONAL ALAMO SUR SANTIAGO N.L.	San Pedro El Álamo, Santiago	$ 4,200,000	3					2		212						3																												235	
CASA PREVENTA CARRETERA NACIONAL ALAMO SUR SANTIAGO N.L.	San Pedro El Álamo, Santiago	$ 4,150,000	3					2		217						3																												203	
CASA EN VENTA COLONIA MITICA ZONA CARRETERA NACIONAL SANTIAGO	Santiago Centro, Santiago	$ 9,250,000	3							350						3																												320	
CASA EN VENTA BOSQUES DE LAS MISIONES ZONA CARRETERA NACIONAL SANTIAGO	Las Misiones, Santiago	$ 10,185,000	4							380						3																												301	
Casa en VENTA Priv Mandalas Carr nacional Monterrey	Yerbaniz, Santiago	$ 7,300,000	3					3		368						3																												300	
Quinta en Venta en El Yerbaniz	Yerbaniz, Santiago	$ 21,000,000	2							344						1																				2008								2933	
Casa en Venta Amorada Residencial	Santiago	$ 6,750,000	3					2	True	350					No	3			True	True			True									True		True	True		True				True			250	
CASA EN VENTA por el huajuquito CARRETERA NACIONAL SANTIAGO	Huajuquito, Santiago	$ 5,190,000	3							254						3																												200	
CasasenVentaenBosques de las Misiones	Las Misiones, Santiago	$ 9,300,000	4							420						4																												300	
CasasenVentaenSan Andres	San Andres, Santiago	$ 8,600,000	4							330						3																												930	
CASA EN VENTA EN CAMPESTRE MARGARITAS SANTIAGO	Las Margaritas, Santiago	$ 4,990,000	2							250						3																												500	
CasasenVentaenAmorada Privada Residencial	Santiago Centro, Santiago	$ 6,750,000	3							350						3																												250	
Casa en venta en Alamo Sur en Santiago Nuevo León	San Pedro El Álamo, Santiago	$ 5,490,000	3					2		281						3																												319	
Casa en venta en Alamo Sur en Santiago Nuevo León	San Pedro El Álamo, Santiago	$ 4,100,000	3					2		231						3																												212	
